Code Smell,Project,Package,Class,Method,Method,Class,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Long Method,MonoGame.Packaging.Flatpak(netstandard2.0),MonoGame.Packaging,BuildFlatpakTask,Execute(),"FromStream(Stream s, string fileName = ""<no filename available>"", bool discardCommentsAndWhitespace = true, Dictionary<string, string> stringPool = null)",MiniYaml,0,0,2,2,3,0,0
Long Method,OpenRA.Game,OpenRA,Actor,Bounds(WorldRenderer wr),MergeSelfPartial(List<MiniYamlNode> existingNodes),MiniYaml,0,1,2,2,0,8,0
Long Method,OpenRA.Game,OpenRA,Actor,MouseBounds(WorldRenderer wr),MergeSelfPartial(MiniYaml existingNodes),MiniYaml,0,1,2,2,0,8,0
Long Method,OpenRA.Game,OpenRA,ActorReference,Clone(),DisableScissor(),Renderer,0,0,4,4,0,2,0
Long Method,OpenRA.Game,OpenRA,ActorReference,RemoveAll(),"DrawBatch(IVertexBuffer<T> vertices, int firstVertex, int numVertices, PrimitiveType type)",Renderer,0,0,3,2.6666666666666665,0,2,0
Long Method,OpenRA.Game,OpenRA,CellLayer,CopyValuesFrom(CellLayerBase<T> anotherLayer),SanitizedName(string dirty),Settings,0,1,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA,CryptoUtil,EncodePublicKey(RSAParameters parameters),SanitizedPlayerName(string dirty),Settings,0,1,2,2,9,0,0
Long Method,OpenRA.Game,OpenRA,Exts,FirstEnabledTraitOrDefault(this IEnumerable<T> ts),StopVideo(),Sound,0,1,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA,Exts,FirstEnabledTraitOrDefault(this T[] ts),ReadAllLines(this Stream s),StreamExts,0,1,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA,Exts,"ISqrt(int number, ISqrtRoundMode round = ISqrtRoundMode.Floor)","EmitSyncOpcodes(Type type, ILGenerator il)",Sync,0,2,2,2,1,0,0
Long Method,OpenRA.Game,OpenRA,Exts,"ISqrt(long number, ISqrtRoundMode round = ISqrtRoundMode.Floor)",GenerateHashFunc(Type t),Sync,0,2,2,2,1,0,0
Long Method,OpenRA.Game,OpenRA,Exts,"ISqrt(uint number, ISqrtRoundMode round = ISqrtRoundMode.Floor)",HashPlayer(Player p),Sync,0,2,0,0,0,0,0
Long Method,OpenRA.Game,OpenRA,Exts,"ISqrt(ulong number, ISqrtRoundMode round = ISqrtRoundMode.Floor)","PlayVoice(this Actor self, string phrase)",VoiceExts,0,2,0,0,0,0,0
Long Method,OpenRA.Game,OpenRA,FieldLoader,"TryGetValueFromYaml(string yamlName, FieldInfo field, Dictionary<string, MiniYaml> md, out object ret)",Dispose(),World,0,4,2,2,1,0,0
Long Method,OpenRA.Game,OpenRA,Game,CreateServer(ServerSettings settings),EndGame(),World,0,1,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA,Game,Run(),"Paeth(byte a, byte b, byte c)",Png,0,0,2,2,1,0,0
Long Method,OpenRA.Game,OpenRA,Game,"StartGame(string mapUID, WorldType type)",Save(),Png,0,2,3,2.111111111111111,0,0,0
Long Method,OpenRA.Game,OpenRA,Game,"SwitchToExternalMod(ExternalMod mod, string[] launchArguments = null, Action onFailed = null)","TryParseReadWritePackage(string filename, out IReadWritePackagepackage)",ZipFileLoader,0,3,3,2125,1,0,0
Long Method,OpenRA.Game,OpenRA,Game,TakeScreenshotInner(),Load(IReadOnlyFileSystem fileSystem),MusicInfo,0,0,2,2,2,0,0
Long Method,OpenRA.Game,OpenRA,HotkeyManager,"GetFirstDuplicate(string name, Hotkey value, HotkeyDefinition definition)","IsValidAgainst(in Target target, World world, Actor firedBy)",WeaponInfo,0,3,3,3,0,0,0
Long Method,OpenRA.Game,OpenRA,LocalPlayerProfile,Sign(params string[] data),PlayRepeating(string sequenceName),Animation,0,1,2,2,0,5,0
Long Method,OpenRA.Game,OpenRA,Manifest,Dispose(),ReplaceAnim(string sequenceName),Animation,0,0,0,0,0,1,0
Long Method,OpenRA.Game,OpenRA,Manifest,LoadCustomData(ObjectCreator oc),"FrameToBGRA(string name, ISpriteFrame frame, ImmutablePalette palette)",CursorManager,0,1,2,2,0,1,0
Long Method,OpenRA.Game,OpenRA,Map,ChooseRandomCell(MersenneTwister rand),GetPalette(string name),HardwarePalette,0,1,2,2,1,15,0
Long Method,OpenRA.Game,OpenRA,MapPreview,CancelInstall(),"LoadFromStream(Stream s, int[] remapShadow)",ImmutablePalette,0,0,2,2,0,5,0
Long Method,OpenRA.Game,OpenRA,MapPreview,"Install(string mapRepositoryUrl, Action onSuccess)",AllocateSheet(),ModelRenderer,0,2,3,2.0714285714285716,1,5,0
Long Method,OpenRA.Game,OpenRA,MiniYaml,"FromStream(Stream s, string fileName = ""<no filename available>"", bool discardCommentsAndWhitespace = true, Dictionary<string, string> stringPool = null)",DisableFrameBuffer(IFrameBuffer fbo),ModelRenderer,0,4,2,2,1,2,0
Long Method,OpenRA.Game,OpenRA,MiniYaml,MergeSelfPartial(List<MiniYamlNode> existingNodes),"DrawLine(in float3 start, in float3 end, float width, Color startColor, Color endColor)",RgbaColorRenderer,0,1,2,2,1,2,0
Long Method,OpenRA.Game,OpenRA,MiniYaml,MergeSelfPartial(MiniYaml existingNodes),"FillRect(in float3 a, in float3 b, in float3 c, in float3 d, Color color)",RgbaColorRenderer,0,1,0,0,1,2,0
Long Method,OpenRA.Game,OpenRA,Renderer,DisableScissor(),"DrawTextContrast(string text, float2 location, Color contrastColor, int contrastOffset)",SpriteFont,0,0,2,2,1,13,0
Long Method,OpenRA.Game,OpenRA,Renderer,"DrawBatch(IVertexBuffer<T> vertices, int firstVertex, int numVertices, PrimitiveType type)",SetRenderStateForSprite(Sprite s),SpriteRenderer,0,4,2,2,0,13,0
Long Method,OpenRA.Game,OpenRA,Renderer,"DrawBatch(Vertex[] vertices, int numVertices, PrimitiveType type)",ViewToWorld(int2 view),Viewport,0,3,2,2,0,13,0
Long Method,OpenRA.Game,OpenRA,Settings,SanitizedName(string dirty),Draw(),WorldRenderer,0,1,2,2,0,1,0
Long Method,OpenRA.Game,OpenRA,Settings,SanitizedPlayerName(string dirty),SendImmediate(IEnumerable<byte[]> orders),EchoConnection,0,1,2,2,1,1,0
Long Method,OpenRA.Game,OpenRA,Sound,StopVideo(),DiscoverNatDevices(int timeout),UPnP,0,0,2,2,0,10,0
Long Method,OpenRA.Game,OpenRA,StreamExts,ReadAllLines(this Stream s),"OrderInner(World world, CPos cell, MouseInput mi)",GenericSelectTarget,0,1,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA,Sync,"EmitSyncOpcodes(Type type, ILGenerator il)",Allocate(string value),LongBitSetAllocator,0,2,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA,Sync,GenerateHashFunc(Type t),Reset(),LongBitSetAllocator,0,1,2,2,2,0,0
Long Method,OpenRA.Game,OpenRA,Sync,HashPlayer(Player p),Add(T item),PriorityQueue,0,1,0,0,0,0,0
Long Method,OpenRA.Game,OpenRA,VoiceExts,"PlayVoice(this Actor self, string phrase)",Dispose(bool disposing),ReadOnlyAdapterStream,0,2,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA,World,Dispose(),"Write(byte[] buffer, int offset, int count)",SegmentStream,0,0,3,2375,0,9,0
Long Method,OpenRA.Game,OpenRA,World,EndGame(),InitializeBindings(),ScriptActorInterface,0,0,2,2,0,9,0
Long Method,OpenRA.Game,OpenRA.FileFormats,Png,"Paeth(byte a, byte b, byte c)",WorldLoaded(),ScriptContext,0,3,2,2,0,1,0
Long Method,OpenRA.Game,OpenRA.FileFormats,Png,Save(),LuaDocString(this ParameterInfo pi),ScriptMemberExts,0,0,3,2.0476190476190474,6,1,0
Long Method,OpenRA.Game,OpenRA.FileFormats,Png,Save(string path),ReadData(Server server),Connection,0,1,2,2,1,1,0
Long Method,OpenRA.Game,OpenRA.FileSystem,ZipFileLoader,"TryParseReadWritePackage(string filename, out IReadWritePackage package)","SendMessage(string text, Connection conn = null)",Server,0,2,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.GameRules,MusicInfo,Load(IReadOnlyFileSystem fileSystem),Build(ExpressionType resultType),VariableExpression,0,1,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.GameRules,WeaponInfo,"IsValidAgainst(Actor victim, Actor firedBy)",Compile(),VariableExpression,0,2,2,2,1,0,0
Long Method,OpenRA.Game,OpenRA.GameRules,WeaponInfo,"IsValidAgainst(FrozenActor victim, Actor firedBy)","RenderableFrozenActorsInBox(Player p, int2 a, int2 b)",ScreenMap,0,2,2,2,1,0,0
Long Method,OpenRA.Game,OpenRA.GameRules,WeaponInfo,"IsValidAgainst(in Target target, World world, Actor firedBy)","SubsetWithHighestSelectionPriority(this IEnumerable<Actor> actors,Modifiers modifiers)",SelectableExts,0,3,3,3,4,0,0
Long Method,OpenRA.Game,OpenRA.Graphics,Animation,PlayRepeating(string sequenceName),RemoveSource(object key),Shroud,0,1,0,0,1,5,0
Long Method,OpenRA.Game,OpenRA.Graphics,Animation,ReplaceAnim(string sequenceName),GetSampleRateFromVocRate(int vocSampleRate),VocFormat,0,1,2,2,3,5,0
Long Method,OpenRA.Game,OpenRA.Graphics,CursorManager,"FrameToBGRA(string name, ISpriteFrame frame, ImmutablePalette palette)","InitTwoDw(uint[] n, uint len)",BlowfishKeyProvider,0,3,2,2,0,7,0
Long Method,OpenRA.Game,OpenRA.Graphics,HardwarePalette,GetPalette(string name),"LZO1xDecompress(byte* @in, uint inLen, byte* @out, ref uint outLen, void* wrkmem)",LZOCompression,0,1,2,2,0,1,0
Long Method,OpenRA.Game,OpenRA.Graphics,ImmutablePalette,"LoadFromStream(Stream s, int[] remapShadow)",Data(),XccLocalDatabase,0,2,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.Graphics,ModelRenderer,AllocateSheet(),RefreshBuffer(),VoxelLoader,0,0,3,2.25,0,2,0
Long Method,OpenRA.Game,OpenRA.Graphics,ModelRenderer,DisableFrameBuffer(IFrameBuffer fbo),"Chronoshift(LuaTable unitLocationPairs, int duration = 0, bool killCargo = false)",ChronosphereProperties,0,1,4,3,0,2,0
Long Method,OpenRA.Game,OpenRA.Graphics,RgbaColorRenderer,"DrawLine(IEnumerable<float3> points, float width, Color color, bool connectSegments = false)","TryParseSprite(Stream s, out ISpriteFrame[] frames, out TypeDictionary metadata)",ShpTDLoader,0,4,2,2,2,0,0
Long Method,OpenRA.Game,OpenRA.Graphics,RgbaColorRenderer,"DrawLine(in float3 start, in float3 end, float width, Color color)","CanAttack(Actor self, in Target target)",AttackTesla,0,4,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.Graphics,RgbaColorRenderer,"DrawLine(in float3 start, in float3 end, float width, Color startColor, Color endColor)","UnitProducedByOther(Actor self, Actor producer, Actor produced, string productionType, TypeDictionary init)",ClonesProducedUnits,0,5,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.Graphics,RgbaColorRenderer,"FillRect(in float3 a, in float3 b, in float3 c, in float3 d, Color color)","HandleDisguise(ActorInfo oldEffectiveActor, Player oldEffectiveOwner, bool oldDisguiseSetting)",Disguise,0,5,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.Graphics,RgbaColorRenderer,"FillRect(in float3 a, in float3 b, in float3 c, in float3 d, Color topLeftColor, Color topRightColor, Color bottomRightColor, Color bottomLeftColor)","OnGpsRefresh(Actor self, Player player)",FrozenUnderFogUpdatedByGps,0,8,2,2,6,0,0
Long Method,OpenRA.Game,OpenRA.Graphics,RgbaColorRenderer,"FillRect(in float3 tl, in float3 br, Color color)","CanInfiltrateTarget(Actor self, in Target target)",Infiltrates,0,3,0,0,1,0,0
Long Method,OpenRA.Game,OpenRA.Graphics,SpriteFont,"DrawTextContrast(string text, float2 location, Color contrastColor, int contrastOffset)","CanTarget(Actor self, in Target target, List<Actor> othersAtTarget, ref TargetModifiers modifiers, ref string cursor)",PortableChronoOrderTargeter,0,4,4,4,0,1,0
Long Method,OpenRA.Game,OpenRA.Graphics,SpriteRenderer,SetRenderStateForSprite(Sprite s),"IsValidTarget(World world, CPos cell)",SelectAttackPowerTarget,0,1,0,0,2,3,0
Long Method,OpenRA.Game,OpenRA.Graphics,Viewport,ViewToWorld(int2 view),NeedsExpansion(string filePath),Glob,0,1,4,2.2083333333333335,3,12,0
Long Method,OpenRA.Game,OpenRA.Graphics,WorldRenderer,Draw(),UnpackTileData(Stream ms),ImportTiberianDawnLegacyMapCommand,0,0,4,2.7777777777777777,0,1,0
Long Method,OpenRA.Game,OpenRA.Network,EchoConnection,SendImmediate(IEnumerable<byte[]> orders),"AnyExplored(this Shroud shroud, PPos[] puvs)",ShroudExts,0,1,2,2,1,0,0
Long Method,OpenRA.Game,OpenRA.Network,UPnP,DiscoverNatDevices(int timeout),"BetweenCells(World w, CPos from, CPos to)",Util,0,1,4,2.3333333333333335,0,0,0
Long Method,OpenRA.Game,OpenRA.Orders,GenericSelectTarget,"OrderInner(World world, CPos cell, MouseInput mi)","Neighbours(CPos c, bool allowDiagonal)",Util,0,3,3,2.4,0,1,0
Long Method,OpenRA.Game,OpenRA.Primitives,LongBitSetAllocator,Allocate(string value),"TickFacing(WAngle facing, WAngle desiredFacing, WAngle step)",Util,0,1,0,0,0,0,0
Long Method,OpenRA.Game,OpenRA.Primitives,LongBitSetAllocator,Reset(),"DoAttack(Actor self, AttackFrontal attack, IEnumerable<Armament> armaments)",Attack,0,0,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.Primitives,PriorityQueue,Add(T item),OnFirstRun(Actor self),FlyOffMap,0,1,2,2,2,2,0
Long Method,OpenRA.Game,OpenRA.Primitives,ReadOnlyAdapterStream,Dispose(bool disposing),Tick(Actor self),MoveAdjacentTo,0,1,2,2,0,1,0
Long Method,OpenRA.Game,OpenRA.Primitives,SegmentStream,"Write(byte[] buffer, int offset, int count)",TargetLineNodes(Actor self),ReturnToBase,0,3,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.Scripting,ScriptActorInterface,InitializeBindings(),"InvokeCommand(string name, string arg)",PlayerCommands,0,0,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.Scripting,ScriptContext,WorldLoaded(),RenderInner(WorldRenderer wr),RallyPointIndicator,0,0,2,2,0,1,0
Long Method,OpenRA.Game,OpenRA.Scripting,ScriptMemberExts,LuaDocString(this MemberInfo mi),"ExtractFile(FileDescriptor file, Stream output, Action<int> onProgress = null)",InstallShieldCABCompression,0,1,3,2.142857142857143,0,0,0
Long Method,OpenRA.Game,OpenRA.Scripting,ScriptMemberExts,LuaDocString(this ParameterInfo pi),"LoadSound(Stream s, out Func<Stream> result, out short channels, out int sampleBits, out int sampleRate)",WavReader,0,1,3,2.3333333333333335,0,0,0
Long Method,OpenRA.Game,OpenRA.Scripting,ScriptMemberExts,LuaDocString(this Type t),GetDamageState(),ActorPreviewInitializer,0,1,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.Server,Connection,ReadData(Server server),"GetSprite(int start, int frame, WAnglefacing)",DefaultSpriteSequence,0,1,2,2,2,11,0
Long Method,OpenRA.Game,OpenRA.Server,Server,"SendMessage(string text, Connection conn = null)","TryGetPaletteForFrame(int frame, out uint[] palette)",EmbeddedSpritePalette,0,2,3,2.2,1,16,0
Long Method,OpenRA.Game,OpenRA.Support,VariableExpression,Build(ExpressionType resultType),"DistanceFromEdge(WPos pos, WPos origin, WRot orientation)",CircleShape,0,1,2,2,1,0,0
Long Method,OpenRA.Game,OpenRA.Support,VariableExpression,"Build(Token[] postfix, ExpressionType resultType)","Run(Action<string> emitError, Action<string> emitWarning, ModData modData, Ruleset rules)",CheckAngle,0,2,3,2.287671232876712,0,0,0
Long Method,OpenRA.Game,OpenRA.Support,VariableExpression,Compile(),"Run(Action<string> emitError, Action<string> emitWarning, ModData modData)",CheckChromeHotkeys,0,0,3,2.5,1,0,0
Long Method,OpenRA.Game,OpenRA.Traits,ScreenMap,"RenderableFrozenActorsInBox(Player p, int2 a, int2 b)","Run(Action<string> emitError, Action<string> emitWarning, ModData modData, Ruleset rules)",CheckConditions,0,3,2,2,1,1,0
Long Method,OpenRA.Game,OpenRA.Traits,SelectableExts,"SubsetWithHighestSelectionPriority(this IEnumerable<Actor> actors, Modifiers modifiers)","Run(Action<string> emitError, Action<string> emitWarning, Ruleset rules, SequenceProvider sequences)",CheckSequences,0,2,2,2,0,0,0
Long Method,OpenRA.Game,OpenRA.Traits,Shroud,RemoveSource(object key),Display(),BlankLoadScreen,0,1,2,2,0,5,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.AudioLoaders,VocFormat,GetSampleRateFromVocRate(int vocSampleRate),Tick(World world),GlobalButtonOrderGenerator,0,1,0,0,0,4,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.FileFormats,BlowfishKeyProvider,"InitTwoDw(uint[] n, uint len)","SelectionChanged(World world, IEnumerable<Actor> selected)",GuardOrderGenerator,0,2,2,2,11,10,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.FileFormats,LZOCompression,"LZO1xDecompress(byte* @in, uint inLen, byte* @out, ref uint outLen, void* wrkmem)","AcceptsPlug(CPos cell, PlugInfo plug)",PlaceBuildingOrderGenerator,0,5,0,0,2,0,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.FileFormats,XccLocalDatabase,Data(),"GetCursor(World world, CPos cell, int2 worldPixel, MouseInput mi)",SellOrderGenerator,0,0,3,2.1538461538461537,0,0,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.Graphics,VoxelLoader,RefreshBuffer(),Explode(World world),Bullet,0,0,3,2.25,0,4,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.Scripting,ChronosphereProperties,"Chronoshift(LuaTable unitLocationPairs, int duration = 0, bool killCargo = false)",ShouldExplode(World world),Bullet,0,3,3,2.4444444444444446,0,0,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.SpriteLoaders,ShpTDLoader,"TryParseSprite(Stream s, out ISpriteFrame[] frames, out TypeDictionary metadata)",Tick(World world),Bullet,0,3,3,3,1,0,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.Traits,AttackTesla,"CanAttack(Actor self, in Target target)",Render(WorldRenderer wr),GravityBomb,0,2,2,2,0,2,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.Traits,ClonesProducedUnits,"UnitProducedByOther(Actor self, Actor producer, Actor produced, string productionType, TypeDictionary init)",Explode(World world),Missile,0,5,4,2625,0,0,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.Traits,Disguise,"HandleDisguise(ActorInfo oldEffectiveActor, Player oldEffectiveOwner, bool oldDisguiseSetting)",Tick(World world),Railgun,0,3,3,2.142857142857143,0,3,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.Traits,FrozenUnderFogUpdatedByGps,"OnGpsRefresh(Actor self, Player player)",Cost(string type),ActorGlobal,0,2,0,0,2,0,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.Traits,Infiltrates,"CanInfiltrateTarget(Actor self, in Target target)","Create(string type, bool addToWorld, LuaTable initTable)",ActorGlobal,0,2,3,3,0,0,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.Traits,PortableChronoOrderTargeter,"CanTarget(Actor self, in Target target, List<Actor> othersAtTarget, ref TargetModifiers modifiers, ref string cursor)","New(Player owner, WPos position, int duration = 30 * 25, bool showRadarPings = true)",BeaconGlobal,0,5,4,3,0,0,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.Traits,SelectAttackPowerTarget,"IsValidTarget(World world, CPos cell)",GetBuildableInfo(string actorType),ClassicProductionQueueProperties,0,2,3,2.75,0,0,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.UtilityCommands,Glob,NeedsExpansion(string filePath),GetMusicTrack(string track),MediaGlobal,0,1,2,2,0,0,0
Long Method,OpenRA.Mods.Cnc,OpenRA.Mods.Cnc.UtilityCommands,ImportTiberianDawnLegacyMapCommand,UnpackTileData(Stream ms),GetActorsByTypes(string[] types),PlayerProperties,0,1,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common,ShroudExts,"AnyExplored(this Shroud shroud, (CPos Cell, SubCell SubCell)[] cells)",LoadPassenger(Actor a),TransportProperties,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common,ShroudExts,"AnyExplored(this Shroud shroud, PPos[] puvs)",GetScriptTriggers(Actor a),TriggerGlobal,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common,Util,"BetweenCells(World w, CPos from, CPos to)","InterpretCommand(S server, Connection conn, Session.Client client, string cmd)",LobbyCommands,0,3,3,2.2857142857142856,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common,Util,"Neighbours(CPos c, bool allowDiagonal)","MakeAdmin(S server, Connection conn, Session.Client client, string s)",LobbyCommands,0,2,0,0,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common,Util,"TickFacing(int facing, int desiredFacing, int rot)",Tick(S server),PlayerPinger,0,3,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common,Util,"TickFacing(WAngle facing, WAngle desiredFacing, WAngle step)","AnyActorsAt(CPos a, SubCell sub, Func<Actor, bool> withCondition)",ActorMap,0,3,0,0,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Activities,Attack,"DoAttack(Actor self, AttackFrontal attack, IEnumerable<Armament> armaments)","UpdateProximityTrigger(int id, WPos newPos, WDist newRange, WDist newVRange)",ActorMap,0,3,2,2,0,10,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Activities,FlyOffMap,OnFirstRun(Actor self),AllowYieldingReservation(),Aircraft,0,1,4,4,0,1,0
